name_en	name_zh
Ring of Twilight Shadows	暮光暗影戒指
Rituals of the New Moon	新月仪式
Roasted Clefthoof	烤裂蹄兽肉
Roasted Moongraze Tenderloin	烤月食者里脊
Roasted Worg	烤座狼
Robe of Affinity	亲和长袍
Robe of Eternal Light	永恒圣光长袍
Rock-Steady Treads	坚如磐石长靴
Rocket Boots Xtreme	火箭靴极限型
Rocket Boots Xtreme Lite	火箭靴极限轻型
Rough Bronze Gloves	粗糙青铜手套
Rough Bronze Shield	粗糙青铜盾
Rough Leather Cap	粗糙皮帽
Royal Dreadstone	皇家的恐惧石
Royal Guide of Escape Routes	皇家逃生路线手册
Royal Ink	皇家墨水
Royal Nightseye	皇家的夜眼
Royal Shadow Crystal	皇家的暗影水晶
Royal Shadow Draenite	皇家的暗影德莱尼石
Royal Shadowsong Amethyst	皇家的暗影歌紫晶
Royal Twilight Opal	皇家的暮光蛋白石
Ruby Crown of Restoration	恢复红宝石王冠
Ruby Hare	红宝石野兔
Ruby Pendant of Fire	火焰红宝石坠饰
Runecloth Bracers	符文布护腕
Runed Adamantite Rod	符文精金魔棒
Runed Blood Garnet	符文的血石榴石
Runed Bloodstone	符文的血石
Runed Cardinal Ruby	符文的红宝石
Runed Crimson Spinel	符文的深红尖晶石
Runed Dragon's Eye	符文的龙眼石
Runed Eternium Rod	符文永恒魔棒
Runed Fel Iron Rod	符文魔铁魔棒
Runed Living Ruby	符文的生命红宝石
Runed Mana Band	符文法力戒指
Runed Scarlet Ruby	符文的血色红宝石
Runed Titanium Rod	符文钛金魔棒
Runescroll of Fortitude	坚韧符文卷轴
Runic Hammer	符文之锤
Runic Healing Potion	符文治疗药水
Runic Mana Potion	符文法力药水
Runic Spellthread	符文法术线
Rustic Workman's Shirt	质朴工人衬衫
Sageblade	圣贤之刃
Sagefish Delight	圣贤鱼美食
Salt-Scoured Blunderbuss	盐蚀喇叭枪
Sandals of Consecration	奉献凉鞋
Sapphire Owl	蓝宝石猫头鹰
Sapphire Pendant of Winter Night	冬夜蓝宝石坠饰
Sapphire Signet	蓝宝石印戒
Sapphire Spellthread	蓝宝石法术线
Saronite Ambusher	萨隆邪铁伏击者
Saronite Bulwark	萨隆邪铁壁垒
Saronite Defender	萨隆邪铁防御者
Saronite Mindcrusher	萨隆邪铁碎魂者
Saronite Protector	萨隆邪铁保卫者
Saronite Razorheads	萨隆邪铁利刃
Saronite Shiv	萨隆邪铁刺刀
Saronite Spellblade	萨隆邪铁法刃
Sash of Ancient Power	远古之力腰带
Satchel of Cenarius	塞纳里奥小包
Sauteed Goby	煎虾虎鱼
Sauteed Plated Armorfish	煎甲壳鱼
Savage Cobalt Slicer	野蛮钴蓝切割者
Savage Saronite Bracers	野蛮萨隆邪铁护腕
Savage Saronite Gauntlets	野蛮萨隆邪铁护手
Savage Saronite Hauberk	野蛮萨隆邪铁胸甲
Savage Saronite Legplates	野蛮萨隆邪铁腿铠
Savage Saronite Pauldrons	野蛮萨隆邪铁肩甲
Savage Saronite Skullshield	野蛮萨隆邪铁头盔
Savage Saronite Waistguard	野蛮萨隆邪铁腰带
Savage Saronite Walkers	野蛮萨隆邪铁长靴
Savage Titanium Band	野蛮钛金戒指
Savage Titanium Ring	野蛮钛金戒指
Savior's Slippers	救世主软鞋
Scaled Draenic Boots	鳞甲德莱尼长靴
Scaled Draenic Gloves	鳞甲德莱尼手套
Scaled Draenic Pants	鳞甲德莱尼长裤
Scaled Draenic Vest	鳞甲德莱尼外套
Scaled Icewalkers	鳞甲冰行者
Scarlet Signet	血色印戒
Scrapbot Construction Kit	废料机器人组装包
Scroll of Agility	敏捷卷轴
Scroll of Agility II	敏捷卷轴 II
Scroll of Agility III	敏捷卷轴 III
Scroll of Agility IV	敏捷卷轴 IV
Scroll of Agility V	敏捷卷轴 V
Scroll of Agility VI	敏捷卷轴 VI
Scroll of Agility VII	敏捷卷轴 VII
Scroll of Agility VIII	敏捷卷轴 VIII
Scroll of Intellect	智力卷轴
Scroll of Intellect II	智力卷轴 II
Scroll of Intellect III	智力卷轴 III
Scroll of Intellect IV	智力卷轴 IV
Scroll of Intellect V	智力卷轴 V
Scroll of Intellect VI	智力卷轴 VI
Scroll of Intellect VII	智力卷轴 VII
Scroll of Intellect VIII	智力卷轴 VIII
Scroll of Recall	召回卷轴
Scroll of Recall II	召回卷轴 II
Scroll of Recall III	召回卷轴 III
Scroll of Spirit	精神卷轴
Scroll of Spirit II	精神卷轴 II
Scroll of Spirit III	精神卷轴 III
Scroll of Spirit IV	精神卷轴 IV
Scroll of Spirit V	精神卷轴 V
Scroll of Spirit VI	精神卷轴 VI
Scroll of Spirit VII	精神卷轴 VII
Scroll of Spirit VIII	精神卷轴 VIII
Scroll of Stamina	耐力卷轴
Scroll of Stamina II	耐力卷轴 II
Scroll of Stamina III	耐力卷轴 III
Scroll of Stamina IV	耐力卷轴 IV
Scroll of Stamina V	耐力卷轴 V
Scroll of Stamina VI	耐力卷轴 VI
Scroll of Stamina VII	耐力卷轴 VII
Scroll of Stamina VIII	耐力卷轴 VIII
Scroll of Strength	力量卷轴
Scroll of Strength II	力量卷轴 II
Scroll of Strength III	力量卷轴 III
Scroll of Strength IV	力量卷轴 IV
Scroll of Strength V	力量卷轴 V
Scroll of Strength VI	力量卷轴 VI
Scroll of Strength VII	力量卷轴 VII
Scroll of Strength VIII	力量卷轴 VIII
Seafarer's Swig	航海者之饮
Seafoam Gauntlets	海沫护手
Searing Grips	灼热手套
Searing Mitts	灼热连指手套
Seer's Dark Jade	先知的黑碧玉
Seer's Eye of Zul	先知的祖尔之眼
Seer's Forest Emerald	先知的森林翡翠
Shadesteel Bracers	暗钢护腕
Shadesteel Girdle	暗钢腰带
Shadesteel Greaves	暗钢护胫
Shadesteel Sabots	暗钢木底鞋
Shadow Armor Kit	暗影护甲
Shadow Crystal Focusing Lens	暗影水晶聚焦透镜
Shadow Jade Focusing Lens	暗影碧玉聚焦透镜
Shadowmight Ring	暗影之力戒指
Shadowprowler's Chestguard	暗影潜行者胸甲
Shadowy Tarot	暗影塔罗
Shath'Yar	沙斯亚尔
Shatter Rounds	碎裂弹药
Shattered Dark Jade	碎裂的黑碧玉
Shattered Eye of Zul	碎裂的祖尔之眼
Shattered Forest Emerald	碎裂的森林翡翠
Shawl of Unwarmth	寒冷披肩
Shifting Dreadstone	变幻的恐惧石
Shifting Nightseye	变幻的夜眼
Shifting Shadow Crystal	变幻的暗影水晶
Shifting Shadow Draenite	变幻的暗影德莱尼石
Shifting Shadowsong Amethyst	变幻的暗影歌紫晶
Shifting Twilight Opal	变幻的暮光蛋白石
Shimmering Ink	微光墨水
Shining Dark Jade	闪耀的黑碧玉
Shining Eye of Zul	闪耀的祖尔之眼
Shining Forest Emerald	闪耀的森林翡翠
Shining Spellthread	闪耀法术线
Shiny Agate Ring	闪亮玛瑙戒指
Shiny Aquamarine Ring	闪亮海蓝宝石戒指
Shoulderpads of Dazzling Light	炫目之光护肩
Shoulderpads of Renewed Life	重生护肩
Shoulders of Lightning Reflexes	闪电反应护肩
Shoveltusk Steak	铲牙象排
Shrouding Potion	隐蔽药水
Sigil	符印
Silky Iceshard Boots	丝滑冰碎长靴
Silver Moonstone Necklace	银色月长石项链
Silver Rose Pendant	银色玫瑰坠饰
Silver Spellthread	银色法术线
Simple Opal Ring	简单蛋白石戒指
Simple Pearl Ring	简单珍珠戒指
Skullfish Soup	头骨鱼汤
Sky Sapphire Amulet	苍蓝蓝宝石护符
Skyforged Great Axe	天空铸造巨斧
Small Blue Rocket	小蓝色火箭
Small Feast	小型盛宴
Small Green Rocket	小绿色火箭
Small Red Rocket	小红色火箭
Smelt Arcanite	冶炼奥金
Smoked Lava Kisser	烟熏熔岩鱼
Smoked Rockfin	烟熏岩鳍鱼
Smoked Sagefish	烟熏圣贤鱼
Smoked Salmon	烟熏鲑鱼
Smooth Autumn's Glow	圆滑秋光石
Smooth Dawnstone	圆滑晨光石
Smooth Dragon's Eye	圆滑龙眼石
Smooth Golden Draenite	圆滑金色德莱尼石
Smooth King's Amber	圆滑帝王黄水晶
Smooth Lionseye	圆滑狮眼石
Smooth Sun Crystal	圆滑阳光水晶
Snapper Extreme	极限鲷鱼
Sneaking Potion	潜行药水
Snowfall Ink	雪花墨水
Solid Azure Moonstone	坚固碧空月长石
Solid Bronze Ring	坚固青铜戒指
Solid Chalcedony	坚固玉髓
Solid Dragon's Eye	坚固龙眼石
Solid Empyrean Sapphire	坚固苍穹蓝宝石
Solid Majestic Zircon	坚固王者锆石
Solid Sky Sapphire	坚固苍蓝蓝宝石
Solid Star of Elune	坚固艾露恩之星
Sonic Booster	音速增强器
Sorcerer's Alchemist Stone	法师的炼金石
Soul Mirror	灵魂之镜
Soul Pouch	灵魂袋
Soulcloth Gloves	魂纹布手套
Soulcloth Shoulders	魂纹布护肩
Soulcloth Vest	魂纹布外套
Soulguard Bracers	灵魂守护护腕
Soulguard Girdle	灵魂守护腰带
Soulguard Leggings	灵魂守护护腿
Soulguard Slippers	灵魂守护软鞋
South Seas Rug	南海地毯
Sovereign Dreadstone	至高的恐惧石
Sovereign Nightseye	至高的夜眼
Sovereign Shadow Crystal	至高的暗影水晶
Sovereign Shadow Draenite	至高的暗影德莱尼石
Sovereign Shadowsong Amethyst	至高的暗影歌紫晶
Sovereign Twilight Opal	至高的暮光蛋白石
Sparkling Azure Moonstone	闪烁碧空月长石
Sparkling Chalcedony	闪烁玉髓
Sparkling Dragon's Eye	闪烁龙眼石
Sparkling Empyrean Sapphire	闪烁苍穹蓝宝石
Sparkling Majestic Zircon	闪烁王者锆石
Sparkling Sky Sapphire	闪烁苍蓝蓝宝石
Sparkling Star of Elune	闪烁艾露恩之星
Spellfire Bag	魔纹布袋
Spellfire Belt	魔纹布腰带
Spellfire Gloves	魔纹布手套
Spellfire Robe	魔纹布长袍
Spellpower Elixir	法术强度药剂
Spellslinger's Slippers	法术投手软鞋
Spellstrike Hood	法术打击兜帽
Spellstrike Pants	法术打击长裤
Spellweave	法术编织
Spellweave Gloves	法术编织手套
Spellweave Robe	法术编织长袍
Spellweaver	法术编织者
Spiced Mammoth Treats	香料猛犸零食
Spiced Worm Burger	香料蠕虫汉堡
Spicy Blue Nettlefish	辣味蓝色荨麻鱼
Spicy Crawdad	辣味螯虾
Spicy Fried Herring	辣味炸鲱鱼
Spicy Hot Talbuk	辣味塔布羊肉
Spidersilk Drape	蛛丝披风
Spidersilk Turban	蛛丝头巾
Spiked Cobalt Belt	尖刺钴蓝腰带
Spiked Cobalt Boots	尖刺钴蓝长靴
Spiked Cobalt Bracers	尖刺钴蓝护腕
Spiked Cobalt Chestpiece	尖刺钴蓝胸甲
Spiked Cobalt Gauntlets	尖刺钴蓝护手
Spiked Cobalt Helm	尖刺钴蓝头盔
Spiked Cobalt Legplates	尖刺钴蓝腿铠
Spiked Cobalt Shoulders	尖刺钴蓝护肩
Spiked Deathdealers	尖刺死亡使者
Spiked Titansteel Helm	尖刺泰坦钢头盔
Spiked Titansteel Treads	尖刺泰坦钢长靴
Sporeling Snack	孢子人零食
Springsocket Eel	弹簧鳗鱼
Stabilized Eternium Scope	稳定永恒瞄准镜
Staff of Affinity	亲和法杖
Staff of the Cursed Seer	诅咒先知法杖
Staff of the Moon	月光法杖
Stalwart Ametrine	坚定的紫翠玉
Stalwart Huge Citrine	坚定的巨型黄水晶
Stalwart Monarch Topaz	坚定的帝王托帕石
Stanchion of Dazzling Light	炫目之光支柱
Stark Ametrine	鲜明的紫翠玉
Stark Huge Citrine	鲜明的巨型黄水晶
Stark Monarch Topaz	鲜明的帝王托帕石
Steady Dark Jade	稳固的黑碧玉
Steady Eye of Zul	稳固的祖尔之眼
Steady Forest Emerald	稳固的森林翡翠
Steady Seaspray Emerald	稳固的海沫翡翠
Steady Talasite	稳固的塔拉斯石
Steam Tonk Controller	蒸汽坦克控制器
Steel Plated Knuckles	钢制指节
Steelgrip Gauntlets	钢握护手
Stewed Trout	炖鳟鱼
Stone of Blades	刀锋之石
Stoneforged Claymore	石铸阔剑
Stoneguard Band	石卫戒指
Storm Helm	风暴头盔
Stormbound Tome	风暴之书
Stormchops	风暴肉排
Stormforged Axe	风暴铸造之斧
Stormforged Hauberk	风暴铸造胸甲
Stormherald	风暴先驱
Stormhide Belt	风暴皮腰带
Stormhide Crown	风暴皮头冠
Stormhide Grips	风暴皮手套
Stormhide Hauberk	风暴皮胸甲
Stormhide Legguards	风暴皮护腿
Stormhide Shoulders	风暴皮护肩
Stormhide Stompers	风暴皮长靴
Stormhide Wristguards	风暴皮护腕
Stormshroud Gloves	风暴之幕手套
Stormy Azure Moonstone	暴风碧空月长石
Stormy Chalcedony	暴风玉髓
Stormy Dragon's Eye	暴风龙眼石
Stormy Empyrean Sapphire	暴风苍穹蓝宝石
Stormy Majestic Zircon	暴风王者锆石
Stormy Sky Sapphire	暴风苍蓝蓝宝石
Stormy Star of Elune	暴风艾露恩之星
Strange Tarot	奇异塔罗
Stratholme Saperavi	斯坦索姆萨佩拉维
Sturdy Cobalt Quickblade	坚固钴蓝快刃
Sturdy Mithril Mace	坚固秘银锤
Sturdy Tackle Box	坚固钓具箱
Stylin' Adventure Hat	时尚冒险帽
Stylin' Crimson Hat	时尚深红帽
Stylin' Jungle Hat	时尚丛林帽
Stylin' Purple Hat	时尚紫色帽
Subtle Bloodstone	精妙的血石
Subtle Cardinal Ruby	精妙的红宝石
Subtle Crimson Spinel	精妙的深红尖晶石
Subtle Dragon's Eye	精妙的龙眼石
Subtle Living Ruby	精妙的生命红宝石
Subtle Scarlet Ruby	精妙的血色红宝石
Sun Rock Ring	太阳岩戒指
Sun Scope	太阳瞄准镜
Sun-Drenched Scale Chestguard	日照鳞甲胸甲
Sun-Drenched Scale Gloves	日照鳞甲手套
Sunblessed Breastplate	日佑胸甲
Sunblessed Gauntlets	日佑护手
Sundered Dark Jade	破碎的黑碧玉
Sundered Eye of Zul	破碎的祖尔之眼
Sundered Forest Emerald	破碎的森林翡翠
Sunfire Handwraps	阳炎手套
Sunfire Robe	阳炎长袍
Super Healing Potion	超级治疗药水
Super Mana Potion	超级法力药水
Super Rejuvenation Potion	超级回春药水
Super Sapper Charge	超级工兵炸药
Sure-fire Shuriken	必中手里剑
Surestrike Goggles v2.0	精确打击护目镜 v2.0
Surestrike Goggles v3.0	精确打击护目镜 v3.0
Suspicious Stew	可疑的炖肉
Swift Flight Form Passive	迅捷飞行形态被动
Swift Skyfire Diamond	迅捷苍火钻石
Swift Skyflare Diamond	迅捷苍炎钻石
Swiftarrow Belt	迅箭腰带
Swiftarrow Boots	迅箭长靴
Swiftarrow Bracers	迅箭护腕
Swiftarrow Gauntlets	迅箭护手
Swiftarrow Hauberk	迅箭胸甲
Swiftarrow Helm	迅箭头盔
Swiftarrow Leggings	迅箭护腿
Swiftarrow Shoulderguards	迅箭护肩
Swiftheal Mantle	迅捷治疗披肩
Swiftheal Wraps	迅捷治疗护腕
Swiftsteel Bracers	迅钢护腕
Swiftsteel Gloves	迅钢手套
Swiftsteel Shoulders	迅钢护肩
Swiftstrike Bracers	迅击护腕
Swiftstrike Shoulders	迅击护肩
Sylvan Crown	森林王冠
Sylvan Shoulders	森林护肩
Sylvan Vest	森林外套
Talbuk Steak	塔布羊排
Tankatronic Goggles	坦克电子护目镜
Tasty Cupcake	美味纸杯蛋糕
Teardrop Blood Garnet	泪滴血石榴石
Teardrop Crimson Spinel	泪滴深红尖晶石
Teardrop Living Ruby	泪滴生命红宝石
Temper-proof Bracers	防锻护腕
Tempered Saronite Belt	回火萨隆邪铁腰带
Tempered Saronite Boots	回火萨隆邪铁长靴
Tempered Saronite Bracers	回火萨隆邪铁护腕
Tempered Saronite Breastplate	回火萨隆邪铁胸甲
Tempered Saronite Gauntlets	回火萨隆邪铁护手
Tempered Saronite Helm	回火萨隆邪铁头盔
Tempered Saronite Legplates	回火萨隆邪铁腿铠
Tempered Saronite Shoulders	回火萨隆邪铁护肩
Tempered Titansteel Helm	回火泰坦钢头盔
Tempered Titansteel Treads	回火泰坦钢长靴
Tenacious Earthstorm Diamond	坚韧大地风暴钻石
Tender Shoveltusk Steak	嫩铲牙象排
Tense Dark Jade	紧张的黑碧玉
Tense Eye of Zul	紧张的祖尔之眼
Tense Forest Emerald	紧张的森林翡翠
Tenuous Dreadstone	微弱的恐惧石
Tenuous Shadow Crystal	微弱的暗影水晶
Tenuous Twilight Opal	微弱的暮光蛋白石
The Aquamarine Ward	海蓝宝石护盾
The Bigger One	更大的那个
The Black Pearl	黑珍珠
The Frozen Eye	冰冻之眼
The Jade Eye	碧玉之眼
The Natural Ward	自然护盾
The Planar Edge	位面之刃
Thick Adamantite Necklace	厚重精金项链
Thick Autumn's Glow	厚重秋光石
Thick Bronze Darts	厚重青铜飞镖
Thick Bronze Necklace	厚重青铜项链
Thick Dawnstone	厚重晨光石
Thick Draenic Boots	厚重德莱尼长靴
Thick Draenic Gloves	厚重德莱尼手套
Thick Draenic Pants	厚重德莱尼长裤
Thick Draenic Vest	厚重德莱尼外套
Thick Dragon's Eye	厚重龙眼石
Thick Enchanted Boots	厚重附魔长靴
Thick Felsteel Necklace	厚重魔钢项链
Thick Golden Draenite	厚重金色德莱尼石
Thick King's Amber	厚重帝王黄水晶
Thick Leatherworker's Bag	厚重制皮工之袋
Thick Lionseye	厚重狮眼石
Thick Netherscale Breastplate	厚重虚空鳞胸甲
Thick Obsidian Breastplate	厚重黑曜石胸甲
Thick Sun Crystal	厚重阳光水晶
Thorium Setting	瑟银底座
Thorium Shield	瑟银盾
Thorium Throwing Axe	瑟银投掷斧
Thorium Toolbox	瑟银工具箱
Thunder	惊雷
Thundering Skyfire Diamond	雷鸣苍火钻石
Thundering Skyflare Diamond	雷鸣苍炎钻石
Tigerseye Band	虎眼石戒指
Timeless Dark Jade	永恒的黑碧玉
Timeless Eye of Zul	永恒的祖尔之眼
Timeless Forest Emerald	永恒的森林翡翠
Tireless Skyflare Diamond	不倦苍炎钻石
Titanic Leggings	泰坦护腿
Titanium Earthguard Chain	钛金大地守护链
Titanium Earthguard Ring	钛金大地守护戒指
Titanium Frostguard Ring	钛金冰霜守护戒指
Titanium Impact Band	钛金冲击戒指
Titanium Impact Choker	钛金冲击项圈
Titanium Plating	钛金镀层
Titanium Rod	钛金魔棒
Titanium Shield Spike	钛金盾刺
Titanium Spellshock Necklace	钛金法术震击项链
Titanium Spellshock Ring	钛金法术震击戒指
Titanium Toolbox	钛金工具箱
Titanium Weapon Chain	钛金武器链
Titansteel Bonecrusher	泰坦钢碎骨者
Titansteel Destroyer	泰坦钢毁灭者
Titansteel Guardian	泰坦钢守护者
Titansteel Shanker	泰坦钢刺刀
Titansteel Shield Wall	泰坦钢盾墙
Titansteel Spellblade	泰坦钢法刃
Tome of Kings	国王之书
Tome of the Dawn	黎明之书
Totem	图腾
Toughened Leather Pants	加固皮裤
Tracker Snacks	追踪者零食
Trapper's Traveling Pack	猎人旅行包
Treads of Destiny	命运长靴
Trenchant Earthsiege Diamond	锐利地震钻石
Trinket Components	饰品组件
Trollwoven Girdle	巨魔编织腰带
Trollwoven Spaulders	巨魔编织护肩
Truesight Ice Blinders	真视冰霜护目镜
Truesilver Arquebus	真银火绳枪
Truesilver Belt	真银腰带
Truesilver Commander's Ring	真银指挥官戒指
Truesilver Healing Ring	真银治疗戒指
Truesilver Helm	真银头盔
Turbid Dark Jade	浑浊的黑碧玉
Turbid Eye of Zul	浑浊的祖尔之眼
Turbid Forest Emerald	浑浊的森林翡翠
Twilight Serpent	暮光之蛇
Twilight Tome	暮光之书
Twisting Nether Chain Shirt	扭曲虚空锁链衬衣
Ultra-Spectropic Detection Goggles	超光谱探测护目镜
Ultrasafe Transporter - Toshley's Station	超安全传送器 - 托什雷的基地
Unbreakable Healing Amplifiers	坚不可摧治疗放大器
Unstable Mana Potion	不稳定法力药水
Unyielding Bracers	不屈护腕
Unyielding Girdle	不屈腰带
Upper Deck - Spectral Tiger Mount	上层甲板 - 幽灵虎坐骑
Veiled Ametrine	隐蔽的紫翠玉
Veiled Flame Spessarite	隐蔽的火焰锰铝榴石
Veiled Huge Citrine	隐蔽的巨型黄水晶
Veiled Monarch Topaz	隐蔽的帝王托帕石
Veiled Noble Topaz	隐蔽的高贵托帕石
Veiled Pyrestone	隐蔽的炙光石
Vengeance Bindings	复仇束带
Vengeance Wrap	复仇裹手
Very Burnt Worg	烤焦的座狼
Victorious State	胜利状态
Vindicator's Armor Kit	辩护者护甲
Virulent Spaulders	剧毒护肩
Visage Liquification Goggles	面容液化护目镜
Vivid Dark Jade	鲜明的黑碧玉
Vivid Eye of Zul	鲜明的祖尔之眼
Vivid Forest Emerald	鲜明的森林翡翠
Volatile Blasting Trigger	不稳定爆破引信
Volatile Healing Potion	不稳定治疗药水
Waistguard of Shackled Souls	灵魂枷锁腰带
Warlock Pet Scaling 01	术士宠物成长 01
Warlock Pet Scaling 02	术士宠物成长 02
Warlock Pet Scaling 03	术士宠物成长 03
Warlock Pet Scaling 04	术士宠物成长 04
Warlock Pet Scaling 05	术士宠物成长 05
Warp Burger	跃行汉堡
Weakness Spectralizers	弱点光谱仪
Weapon Vellum	武器羊皮纸
Weapon Vellum II	武器羊皮纸 II
Weapon Vellum III	武器羊皮纸 III
Whirling Steel Axes	旋转钢斧
White Remedy Cape	白色治疗披风
White Smoke Flare	白色烟雾信号
Whitemend Hood	白色治疗兜帽
Whitemend Pants	白色治疗长裤
Wicked Ametrine	邪恶的紫翠玉
Wicked Edge of the Planes	位面邪恶之刃
Wicked Flame Spessarite	邪恶的火焰锰铝榴石
Wicked Huge Citrine	邪恶的巨型黄水晶
Wicked Leather Boots	邪恶皮靴
Wicked Leather Spaulders	邪恶皮护肩
Wicked Monarch Topaz	邪恶的帝王托帕石
Wicked Moonstone Ring	邪恶月长石戒指
Wicked Noble Topaz	邪恶的高贵托帕石
Wicked Pyrestone	邪恶的炙光石
Wild Draenish Boots	野性德莱尼长靴
Wild Draenish Gloves	野性德莱尼手套
Wild Draenish Leggings	野性德莱尼护腿
Wild Draenish Vest	野性德莱尼外套
Wildguard Breastplate	野性守护胸甲
Wildguard Helm	野性守护头盔
Wildguard Leggings	野性守护护腿
Wildscale Breastplate	野性鳞甲胸甲
Windfire Band	风火戒指
Windforged Rapier	风铸轻剑
Windhawk Belt	风鹰腰带
Windhawk Bracers	风鹰护腕
Windhawk Hauberk	风鹰胸甲
Windripper Boots	裂风长靴
Windripper Leggings	裂风护腿
Windscale Hood	风鳞兜帽
Windslayer Wraps	风杀护腕
Windstrike Gloves	风击手套
Winter Boots	冬季长靴
Wispcloak	精灵披风
Wonderheal XT40 Shades	奇迹治疗XT40眼镜
Wonderheal XT68 Shades	奇迹治疗XT68眼镜
Worm Delight	蠕虫美食
Wormhole Generator: Northrend	虫洞发生器：北裂境
Woven Copper Ring	编织铜戒
Wrath Elixir	愤怒药剂
Yellow Lumberjack Shirt	黄色伐木工衬衫
Zapthrottle Mote Extractor	电击节流微粒提取器
dmg10	伤害10
dmg11	伤害11
dmg8	伤害8
dmg9	伤害9
zzOldImproved Demonic Tactics	旧版强化恶魔战术
